,Image,F1,Jaccard,Recall,Precision
293,1118.png,0.9224489795918368,0.8560606060606061,0.9804772234273319,0.8709055876685935
294,1185.png,0.9766373037150518,0.9543413173652695,0.9608138658628486,0.9929906542056075
295,1726.png,0.8770668583752697,0.7810499359795134,0.9145427286356822,0.8425414364640884
296,880.png,0.4864479315263908,0.32139491046182844,0.96875,0.32476190476190475
297,2951.png,0.9626168224299066,0.9279279279279279,0.9839339991315675,0.9422037422037423
298,2269.png,0.3532763532763532,0.21453287197231835,0.42758620689655175,0.30097087378640774
299,1555.png,0.8781925343811395,0.7828371278458844,1.0,0.7828371278458844
300,2968.png,0.918552036199095,0.8493723849372385,0.9433085501858736,0.8950617283950617
301,948.png,0.8574040219378427,0.7504,0.7540192926045016,0.9936440677966102
302,262.png,0.9310157523085278,0.8709349593495935,0.970554926387316,0.894572025052192
303,2090.png,0.8716820648188884,0.7725500389914219,0.8707881629065338,0.8725778038755138
304,2285.png,0.49116101290014336,0.32552248258391386,0.3257287705956908,0.9980582524271845
305,1262.png,0.8804500703234881,0.7864321608040201,1.0,0.7864321608040201
306,2098.png,0.0,0.0,0.0,0.0
307,1662.png,0.8847352024922119,0.7932960893854749,1.0,0.7932960893854749
308,1739.png,0.9507987220447285,0.9062119366626066,0.9933244325767691,0.9117647058823529
309,557.png,0.789423076923077,0.6521048451151708,0.6835970024979184,0.9340159271899886
310,2718.png,0.8979591836734694,0.8148148148148148,0.8516129032258064,0.9496402877697842
311,2172.png,0.0,0.0,0.0,0.0
312,2729.png,0.9310417103332634,0.8709803921568627,0.8845081640780565,0.9827433628318584
313,361.png,0.914702581369248,0.8428128231644261,0.8454356846473029,0.9963325183374083
314,2647.png,0.0,0.0,0.0,0.0
315,2489.png,0.9242658423493044,0.8591954022988506,0.867504835589942,0.9889746416758545
316,822.png,0.7163515016685206,0.5580589254766031,0.92,0.5865209471766849
317,2305.png,0.7897545357524013,0.6525573192239859,0.6525573192239859,1.0
318,2655.png,0.6790425012212995,0.5140532544378699,0.5140532544378699,1.0
319,2957.png,0.8594285714285714,0.7535070140280561,0.8263736263736263,0.8952380952380953
320,1194.png,0.8998505231689089,0.8179347826086957,0.86,0.9435736677115988
321,2198.png,0.925700365408039,0.8616780045351474,0.9368836291913215,0.91478093403948
322,2497.png,0.0,0.0,0.0,0.0
323,1867.png,0.9278688524590164,0.8654434250764526,0.8707692307692307,0.9929824561403509
324,2345.png,0.8855079145535578,0.7945394373965803,0.9917383820998279,0.7998334258745141
325,1561.png,0.9215017064846417,0.8544303797468354,0.995085995085995,0.8580508474576272
326,3035.png,0.9493986839119583,0.9036717062634989,0.9273049645390071,0.9725708972570897
327,2789.png,0.6872028902833238,0.5234646581691773,0.535724873999407,0.9581124072110286
328,593.png,0.9519038076152305,0.9082217973231358,0.9082217973231358,1.0
329,2190.png,0.8466453674121406,0.7340720221606648,0.7691067397613673,0.9415712593762338
330,12.png,0.9748330765279917,0.9509018036072144,0.9869994799791991,0.9629629629629629
331,580.png,0.9669030732860519,0.9359267734553776,0.960093896713615,0.9738095238095238
332,2006.png,0.6838266838266839,0.5195567144719687,0.5377867746288799,0.9387514723203769
333,1902.png,0.7618476304739052,0.6153100775193798,0.853494623655914,0.6879739978331527
334,2825.png,0.893719806763285,0.8078602620087336,0.9560723514211886,0.8390022675736961
335,730.png,0.9049512106975064,0.8264026402640264,0.9773614363778298,0.8425302826379543
336,3010.png,0.6878198567041965,0.5241809672386896,0.5266457680250783,0.9911504424778761
337,1616.png,0.9013157894736842,0.8203592814371258,0.9716312056737588,0.8404907975460123
338,1590.png,0.8433734939759038,0.7291666666666666,0.9459459459459459,0.7608695652173914
339,1087.png,0.0,0.0,0.0,0.0
340,702.png,0.8313833448038541,0.7114252061248527,0.719047619047619,0.9853181076672104
341,2263.png,0.9826334070097885,0.9658597144630664,0.989192625556262,0.9761606022584692
342,479.png,0.9075907590759076,0.8308157099697885,0.8842443729903537,0.9322033898305084
343,2411.png,0.852910052910053,0.7435424354243543,0.7435424354243543,1.0
344,3029.png,0.0,0.0,0.0,0.0
345,1539.png,0.96186117467582,0.9265246142542248,0.9737451737451738,0.9502637528259231
